rating_id,constituent_id,category,source,value,value_type,date
383,152,Likelihood to Give,iWave,61%,Percent,2025-02-28
384,152,Real Estate,iWave,"$2,450,000",Currency,2024-05-27
385,152,Estimated Capacity,iWave,"$220,000",Currency,2024-07-15
386,153,Estimated Capacity,DonorSearch,"$490,000",Currency,2025-08-07
387,153,Likelihood to Give,DonorSearch,95%,Percent,2024-06-19
388,153,Real Estate,DonorSearch,"$3,500,000",Currency,2024-08-13
389,154,Real Estate,Blackbaud Target Analytics,"$1,400,000",Currency,2025-04-29
390,154,Estimated Capacity,Blackbaud Target Analytics,"$480,000",Currency,2024-06-20
391,155,Real Estate,WealthEngine,"$2,300,000",Currency,2025-06-09
392,155,Estimated Capacity,WealthEngine,"$250,000",Currency,2024-07-03
393,156,Real Estate,iWave,"$1,550,000",Currency,2024-11-18
394,156,Likelihood to Give,iWave,59%,Percent,2025-04-16
395,157,Likelihood to Give,iWave,54%,Percent,2025-10-08
396,157,Real Estate,iWave,"$800,000",Currency,2025-12-03
397,158,Real Estate,Blackbaud Target Analytics,"$1,500,000",Currency,2024-06-14
398,158,Estimated Capacity,Blackbaud Target Analytics,"$50,000",Currency,2024-07-29
399,159,Estimated Capacity,WealthEngine,"$100,000",Currency,2024-07-22
400,159,Real Estate,WealthEngine,"$2,950,000",Currency,2025-11-04
401,160,Likelihood to Give,DonorSearch,73%,Percent,2024-08-05
402,160,Estimated Capacity,DonorSearch,"$60,000",Currency,2025-01-18
403,160,Real Estate,DonorSearch,"$1,400,000",Currency,2025-08-21
404,161,Likelihood to Give,WealthEngine,58%,Percent,2025-01-05
405,161,Real Estate,WealthEngine,"$2,100,000",Currency,2025-03-27
406,162,Estimated Capacity,WealthEngine,"$90,000",Currency,2025-08-09
407,162,Real Estate,WealthEngine,"$3,500,000",Currency,2024-12-16
408,163,Likelihood to Give,DonorSearch,37%,Percent,2025-11-09
409,163,Estimated Capacity,DonorSearch,"$560,000",Currency,2025-01-17
410,164,Estimated Capacity,iWave,"$570,000",Currency,2025-04-30
411,164,Real Estate,iWave,"$400,000",Currency,2025-02-22
412,164,Likelihood to Give,iWave,63%,Percent,2024-11-24
413,165,Estimated Capacity,iWave,"$150,000",Currency,2026-03-25
414,165,Likelihood to Give,iWave,76%,Percent,2026-01-11
415,165,Real Estate,iWave,"$700,000",Currency,2025-11-24
416,166,Real Estate,Blackbaud Target Analytics,"$2,550,000",Currency,2025-01-18
417,166,Estimated Capacity,Blackbaud Target Analytics,"$40,000",Currency,2026-01-31
418,166,Likelihood to Give,Blackbaud Target Analytics,64%,Percent,2025-09-14
419,167,Likelihood to Give,WealthEngine,62%,Percent,2025-06-18
420,167,Estimated Capacity,WealthEngine,"$130,000",Currency,2026-03-05
421,168,Estimated Capacity,WealthEngine,"$3,050,000",Currency,2024-08-19
422,168,Likelihood to Give,WealthEngine,87%,Percent,2024-07-14
423,169,Likelihood to Give,iWave,62%,Percent,2026-04-21
424,169,Real Estate,iWave,"$2,350,000",Currency,2025-08-19
425,170,Real Estate,iWave,"$3,800,000",Currency,2026-02-12
426,170,Likelihood to Give,iWave,26%,Percent,2024-10-12
427,171,Likelihood to Give,DonorSearch,56%,Percent,2025-04-05
428,171,Estimated Capacity,DonorSearch,"$160,000",Currency,2026-04-06
429,171,Real Estate,DonorSearch,"$1,500,000",Currency,2026-02-12
430,172,Estimated Capacity,DonorSearch,"$70,000",Currency,2024-10-10
431,172,Real Estate,DonorSearch,"$850,000",Currency,2024-07-03
432,172,Likelihood to Give,DonorSearch,70%,Percent,2025-01-02
433,173,Estimated Capacity,iWave,"$320,000",Currency,2026-03-16
434,173,Likelihood to Give,iWave,67%,Percent,2026-03-09
435,174,Likelihood to Give,DonorSearch,11%,Percent,2025-08-06
436,174,Real Estate,DonorSearch,"$950,000",Currency,2024-06-29
437,174,Estimated Capacity,DonorSearch,"$1,090,000",Currency,2025-04-22
438,175,Likelihood to Give,DonorSearch,93%,Percent,2025-01-30
439,175,Estimated Capacity,DonorSearch,"$100,000",Currency,2025-03-09
440,175,Real Estate,DonorSearch,"$1,500,000",Currency,2025-03-23
441,176,Real Estate,iWave,"$1,200,000",Currency,2024-11-07
442,176,Likelihood to Give,iWave,33%,Percent,2026-01-28
443,176,Estimated Capacity,iWave,"$230,000",Currency,2025-02-12
444,177,Likelihood to Give,iWave,86%,Percent,2025-05-22
445,177,Estimated Capacity,iWave,"$320,000",Currency,2025-06-24
446,177,Real Estate,iWave,"$2,950,000",Currency,2024-08-13
447,178,Likelihood to Give,iWave,67%,Percent,2025-04-26
448,178,Real Estate,iWave,"$2,650,000",Currency,2025-07-15
449,178,Estimated Capacity,iWave,"$230,000",Currency,2026-02-23
450,179,Real Estate,WealthEngine,"$3,400,000",Currency,2025-11-27
451,179,Estimated Capacity,WealthEngine,"$250,000",Currency,2024-05-28
452,179,Likelihood to Give,WealthEngine,48%,Percent,2026-03-18
453,180,Real Estate,DonorSearch,"$1,650,000",Currency,2025-04-17
454,180,Likelihood to Give,DonorSearch,66%,Percent,2024-09-19
455,181,Likelihood to Give,iWave,28%,Percent,2026-02-03
456,181,Real Estate,iWave,"$2,200,000",Currency,2025-12-03
457,181,Estimated Capacity,iWave,"$70,000",Currency,2025-03-11
458,182,Estimated Capacity,Blackbaud Target Analytics,"$190,000",Currency,2025-10-14
459,182,Real Estate,Blackbaud Target Analytics,"$3,650,000",Currency,2025-03-22
460,183,Likelihood to Give,DonorSearch,19%,Percent,2024-08-04
461,183,Real Estate,DonorSearch,"$950,000",Currency,2024-12-06
462,183,Estimated Capacity,DonorSearch,"$540,000",Currency,2025-12-05
463,184,Real Estate,WealthEngine,"$3,300,000",Currency,2026-01-23
464,184,Likelihood to Give,WealthEngine,62%,Percent,2025-05-30
465,185,Likelihood to Give,DonorSearch,26%,Percent,2025-04-17
466,185,Estimated Capacity,DonorSearch,"$110,000",Currency,2025-09-05
467,185,Real Estate,DonorSearch,"$3,200,000",Currency,2025-09-29
468,186,Estimated Capacity,iWave,"$1,040,000",Currency,2024-12-30
469,186,Likelihood to Give,iWave,48%,Percent,2024-10-05
470,186,Real Estate,iWave,"$3,550,000",Currency,2024-08-04
471,187,Likelihood to Give,DonorSearch,44%,Percent,2025-02-27
472,187,Real Estate,DonorSearch,"$3,900,000",Currency,2025-12-15
473,187,Estimated Capacity,DonorSearch,"$100,000",Currency,2024-07-04
474,188,Estimated Capacity,WealthEngine,"$800,000",Currency,2025-02-03
475,188,Real Estate,WealthEngine,"$3,350,000",Currency,2026-02-25
476,188,Likelihood to Give,WealthEngine,29%,Percent,2024-11-08
477,189,Estimated Capacity,Blackbaud Target Analytics,"$340,000",Currency,2025-09-04
478,189,Likelihood to Give,Blackbaud Target Analytics,73%,Percent,2024-11-07
479,190,Estimated Capacity,DonorSearch,"$60,000",Currency,2024-07-21
480,190,Likelihood to Give,DonorSearch,25%,Percent,2024-10-23
481,190,Real Estate,DonorSearch,"$2,650,000",Currency,2024-11-24
482,191,Real Estate,iWave,"$350,000",Currency,2024-09-22
483,191,Likelihood to Give,iWave,45%,Percent,2026-03-24
484,192,Real Estate,DonorSearch,"$2,650,000",Currency,2024-07-29
485,192,Estimated Capacity,DonorSearch,"$110,000",Currency,2024-11-29
486,192,Likelihood to Give,DonorSearch,38%,Percent,2024-10-11
487,193,Estimated Capacity,Blackbaud Target Analytics,"$230,000",Currency,2025-01-13
488,193,Likelihood to Give,Blackbaud Target Analytics,15%,Percent,2026-02-20
489,193,Real Estate,Blackbaud Target Analytics,"$1,800,000",Currency,2025-01-27
490,194,Likelihood to Give,WealthEngine,60%,Percent,2025-06-06
491,194,Estimated Capacity,WealthEngine,"$120,000",Currency,2025-05-04
492,195,Real Estate,iWave,"$1,950,000",Currency,2025-08-18
493,195,Estimated Capacity,iWave,"$80,000",Currency,2025-07-23
494,195,Likelihood to Give,iWave,61%,Percent,2025-11-29
495,196,Likelihood to Give,DonorSearch,60%,Percent,2025-11-10
496,196,Real Estate,DonorSearch,"$2,950,000",Currency,2024-09-08
497,196,Estimated Capacity,DonorSearch,"$250,000",Currency,2025-10-10
498,197,Likelihood to Give,WealthEngine,45%,Percent,2026-03-30
499,197,Real Estate,WealthEngine,"$2,100,000",Currency,2025-03-16
500,197,Estimated Capacity,WealthEngine,"$60,000",Currency,2025-08-19
501,198,Estimated Capacity,Blackbaud Target Analytics,"$90,000",Currency,2024-12-02
502,198,Likelihood to Give,Blackbaud Target Analytics,70%,Percent,2024-06-22
503,199,Estimated Capacity,Blackbaud Target Analytics,"$270,000",Currency,2025-12-06
504,199,Likelihood to Give,Blackbaud Target Analytics,80%,Percent,2025-04-13
505,200,Likelihood to Give,Blackbaud Target Analytics,82%,Percent,2024-09-16
506,200,Estimated Capacity,Blackbaud Target Analytics,"$350,000",Currency,2025-10-05
507,201,Likelihood to Give,Blackbaud Target Analytics,57%,Percent,2024-10-06
508,201,Real Estate,Blackbaud Target Analytics,"$2,800,000",Currency,2024-07-23
509,202,Estimated Capacity,DonorSearch,"$250,000",Currency,2025-04-05
510,202,Likelihood to Give,DonorSearch,82%,Percent,2025-05-10
511,203,Estimated Capacity,Blackbaud Target Analytics,"$90,000",Currency,2024-11-26
512,203,Likelihood to Give,Blackbaud Target Analytics,48%,Percent,2026-03-14
513,204,Real Estate,Blackbaud Target Analytics,"$3,600,000",Currency,2024-08-10
514,204,Likelihood to Give,Blackbaud Target Analytics,60%,Percent,2025-11-30
515,204,Estimated Capacity,Blackbaud Target Analytics,"$330,000",Currency,2024-08-03
516,205,Real Estate,WealthEngine,"$1,350,000",Currency,2024-09-23
517,205,Likelihood to Give,WealthEngine,21%,Percent,2026-04-05
518,205,Estimated Capacity,WealthEngine,"$470,000",Currency,2025-05-18
519,206,Real Estate,WealthEngine,"$3,850,000",Currency,2025-07-25
520,206,Estimated Capacity,WealthEngine,"$90,000",Currency,2024-09-07
521,206,Likelihood to Give,WealthEngine,85%,Percent,2026-03-01
522,207,Estimated Capacity,iWave,"$120,000",Currency,2024-09-13
523,207,Real Estate,iWave,"$900,000",Currency,2025-12-31
524,207,Likelihood to Give,iWave,60%,Percent,2025-01-26
525,208,Likelihood to Give,WealthEngine,26%,Percent,2025-02-26
526,208,Estimated Capacity,WealthEngine,"$1,140,000",Currency,2024-08-04
527,209,Real Estate,DonorSearch,"$1,450,000",Currency,2024-09-25
528,209,Estimated Capacity,DonorSearch,"$390,000",Currency,2024-06-13
529,210,Estimated Capacity,WealthEngine,"$70,000",Currency,2024-10-10
530,210,Likelihood to Give,WealthEngine,30%,Percent,2024-05-25
531,210,Real Estate,WealthEngine,"$2,500,000",Currency,2025-07-26
532,211,Likelihood to Give,iWave,74%,Percent,2025-09-04
533,211,Real Estate,iWave,"$2,900,000",Currency,2025-07-01
534,212,Likelihood to Give,WealthEngine,62%,Percent,2025-07-02
535,212,Real Estate,WealthEngine,"$2,750,000",Currency,2024-09-12
536,212,Estimated Capacity,WealthEngine,"$110,000",Currency,2025-03-30
537,213,Estimated Capacity,WealthEngine,"$580,000",Currency,2025-07-02
538,213,Likelihood to Give,WealthEngine,77%,Percent,2026-02-01
539,213,Real Estate,WealthEngine,"$2,700,000",Currency,2025-01-25
540,214,Estimated Capacity,WealthEngine,"$230,000",Currency,2024-09-24
541,214,Likelihood to Give,WealthEngine,46%,Percent,2025-12-03
542,215,Estimated Capacity,iWave,"$60,000",Currency,2024-07-08
543,215,Real Estate,iWave,"$1,750,000",Currency,2026-01-10
544,216,Real Estate,WealthEngine,"$3,850,000",Currency,2026-04-17
545,216,Estimated Capacity,WealthEngine,"$70,000",Currency,2025-11-12
546,217,Real Estate,WealthEngine,"$1,300,000",Currency,2025-05-29
547,217,Estimated Capacity,WealthEngine,"$560,000",Currency,2026-02-21
548,217,Likelihood to Give,WealthEngine,54%,Percent,2026-01-21
549,218,Likelihood to Give,DonorSearch,45%,Percent,2026-03-16
550,218,Estimated Capacity,DonorSearch,"$550,000",Currency,2024-12-01
551,219,Estimated Capacity,Blackbaud Target Analytics,"$210,000",Currency,2024-09-18
552,219,Likelihood to Give,Blackbaud Target Analytics,74%,Percent,2025-05-14
553,220,Estimated Capacity,WealthEngine,"$100,000",Currency,2025-10-07
554,220,Likelihood to Give,WealthEngine,15%,Percent,2025-05-19
555,220,Real Estate,WealthEngine,"$2,650,000",Currency,2025-01-08
556,221,Real Estate,iWave,"$2,350,000",Currency,2025-06-24
557,221,Likelihood to Give,iWave,31%,Percent,2025-10-07
558,222,Real Estate,WealthEngine,"$2,750,000",Currency,2025-03-08
559,222,Likelihood to Give,WealthEngine,69%,Percent,2025-10-15
560,222,Estimated Capacity,WealthEngine,"$660,000",Currency,2024-12-20
561,223,Likelihood to Give,iWave,83%,Percent,2025-08-24
562,223,Real Estate,iWave,"$3,850,000",Currency,2025-07-23
563,224,Likelihood to Give,Blackbaud Target Analytics,11%,Percent,2025-08-24
564,224,Real Estate,Blackbaud Target Analytics,"$650,000",Currency,2024-06-08
565,225,Likelihood to Give,Blackbaud Target Analytics,85%,Percent,2025-12-23
566,225,Real Estate,Blackbaud Target Analytics,"$1,600,000",Currency,2025-06-24
567,226,Estimated Capacity,iWave,"$380,000",Currency,2025-11-17
568,226,Likelihood to Give,iWave,63%,Percent,2024-08-10
569,227,Real Estate,WealthEngine,"$3,050,000",Currency,2024-05-26
570,227,Estimated Capacity,WealthEngine,"$200,000",Currency,2026-01-29
571,227,Likelihood to Give,WealthEngine,87%,Percent,2024-10-29
572,228,Real Estate,Blackbaud Target Analytics,"$3,350,000",Currency,2026-02-18
573,228,Estimated Capacity,Blackbaud Target Analytics,"$60,000",Currency,2024-11-21
574,229,Likelihood to Give,iWave,31%,Percent,2025-12-24
575,229,Real Estate,iWave,"$2,900,000",Currency,2025-09-24
576,230,Real Estate,WealthEngine,"$1,900,000",Currency,2026-02-25
577,230,Likelihood to Give,WealthEngine,78%,Percent,2024-11-13
578,231,Real Estate,WealthEngine,"$3,250,000",Currency,2024-06-03
579,231,Likelihood to Give,WealthEngine,80%,Percent,2026-03-31
580,232,Real Estate,Blackbaud Target Analytics,"$500,000",Currency,2024-09-07
581,232,Estimated Capacity,Blackbaud Target Analytics,"$70,000",Currency,2025-02-13
582,233,Estimated Capacity,DonorSearch,"$310,000",Currency,2026-03-21
583,233,Likelihood to Give,DonorSearch,34%,Percent,2025-10-20
584,234,Likelihood to Give,iWave,44%,Percent,2025-04-01
585,234,Real Estate,iWave,"$2,800,000",Currency,2026-01-30
586,234,Estimated Capacity,iWave,"$270,000",Currency,2024-06-14
587,235,Estimated Capacity,iWave,"$110,000",Currency,2024-10-28
588,235,Real Estate,iWave,"$3,350,000",Currency,2025-09-06
589,235,Likelihood to Give,iWave,19%,Percent,2026-03-30
590,236,Real Estate,WealthEngine,"$1,950,000",Currency,2025-08-12
591,236,Likelihood to Give,WealthEngine,18%,Percent,2025-11-15
592,236,Estimated Capacity,WealthEngine,"$110,000",Currency,2025-10-11
593,237,Real Estate,DonorSearch,"$3,100,000",Currency,2024-08-01
594,237,Likelihood to Give,DonorSearch,17%,Percent,2026-04-06
595,238,Estimated Capacity,iWave,"$440,000",Currency,2025-01-20
596,238,Real Estate,iWave,"$1,150,000",Currency,2026-03-04
597,239,Likelihood to Give,DonorSearch,9%,Percent,2026-02-24
598,239,Estimated Capacity,DonorSearch,"$120,000",Currency,2024-11-23
599,239,Real Estate,DonorSearch,"$3,300,000",Currency,2025-08-26
600,240,Estimated Capacity,Blackbaud Target Analytics,"$190,000",Currency,2024-06-15
601,240,Likelihood to Give,Blackbaud Target Analytics,39%,Percent,2025-02-23
602,240,Real Estate,Blackbaud Target Analytics,"$450,000",Currency,2025-07-15
603,241,Real Estate,iWave,"$3,800,000",Currency,2025-05-05
604,241,Likelihood to Give,iWave,64%,Percent,2024-06-04
605,241,Estimated Capacity,iWave,"$330,000",Currency,2024-11-01
606,242,Estimated Capacity,WealthEngine,"$500,000",Currency,2025-10-16
607,242,Likelihood to Give,WealthEngine,17%,Percent,2024-12-24
608,242,Real Estate,WealthEngine,"$1,350,000",Currency,2025-09-04
609,243,Estimated Capacity,iWave,"$80,000",Currency,2024-09-29
610,243,Likelihood to Give,iWave,72%,Percent,2025-03-21
611,243,Real Estate,iWave,"$950,000",Currency,2025-08-04
612,244,Likelihood to Give,DonorSearch,72%,Percent,2026-03-01
613,244,Estimated Capacity,DonorSearch,"$230,000",Currency,2025-04-01
614,244,Real Estate,DonorSearch,"$350,000",Currency,2024-08-13
615,245,Real Estate,DonorSearch,"$1,000,000",Currency,2024-12-18
616,245,Estimated Capacity,DonorSearch,"$640,000",Currency,2025-05-17
617,246,Estimated Capacity,DonorSearch,"$570,000",Currency,2024-12-18
618,246,Real Estate,DonorSearch,"$2,850,000",Currency,2024-08-12
619,247,Real Estate,WealthEngine,"$1,650,000",Currency,2025-07-07
620,247,Likelihood to Give,WealthEngine,62%,Percent,2024-10-23
621,248,Likelihood to Give,Blackbaud Target Analytics,35%,Percent,2026-01-12
622,248,Real Estate,Blackbaud Target Analytics,"$3,100,000",Currency,2024-12-28
623,248,Estimated Capacity,Blackbaud Target Analytics,"$110,000",Currency,2025-05-30
624,249,Likelihood to Give,Blackbaud Target Analytics,41%,Percent,2025-11-24
625,249,Estimated Capacity,Blackbaud Target Analytics,"$80,000",Currency,2025-07-29
626,249,Real Estate,Blackbaud Target Analytics,"$2,400,000",Currency,2024-09-01
627,250,Estimated Capacity,WealthEngine,"$70,000",Currency,2025-08-30
628,250,Real Estate,WealthEngine,"$2,100,000",Currency,2025-08-14
629,250,Likelihood to Give,WealthEngine,61%,Percent,2024-06-21
630,251,Real Estate,Blackbaud Target Analytics,"$3,000,000",Currency,2025-11-01
631,251,Likelihood to Give,Blackbaud Target Analytics,50%,Percent,2025-04-27
632,251,Estimated Capacity,Blackbaud Target Analytics,"$490,000",Currency,2025-11-30
633,252,Real Estate,WealthEngine,"$350,000",Currency,2024-11-02
634,252,Estimated Capacity,WealthEngine,"$120,000",Currency,2026-02-05
635,253,Likelihood to Give,DonorSearch,34%,Percent,2024-07-16
636,253,Estimated Capacity,DonorSearch,"$970,000",Currency,2026-02-12
637,254,Real Estate,DonorSearch,"$450,000",Currency,2025-04-05
638,254,Likelihood to Give,DonorSearch,86%,Percent,2024-07-08
639,255,Estimated Capacity,WealthEngine,"$80,000",Currency,2026-04-10
640,255,Real Estate,WealthEngine,"$2,250,000",Currency,2025-07-15
641,255,Likelihood to Give,WealthEngine,21%,Percent,2025-07-03
642,256,Estimated Capacity,WealthEngine,"$50,000",Currency,2024-11-02
643,256,Real Estate,WealthEngine,"$2,550,000",Currency,2025-10-08
644,257,Likelihood to Give,Blackbaud Target Analytics,65%,Percent,2025-04-05
645,257,Real Estate,Blackbaud Target Analytics,"$2,350,000",Currency,2025-01-07
646,257,Estimated Capacity,Blackbaud Target Analytics,"$150,000",Currency,2025-09-03
647,258,Estimated Capacity,DonorSearch,"$350,000",Currency,2025-03-30
648,258,Likelihood to Give,DonorSearch,58%,Percent,2024-12-21
649,259,Estimated Capacity,DonorSearch,"$90,000",Currency,2025-02-02
650,259,Likelihood to Give,DonorSearch,26%,Percent,2025-05-18
651,260,Estimated Capacity,DonorSearch,"$40,000",Currency,2025-07-19
652,260,Likelihood to Give,DonorSearch,57%,Percent,2026-02-05
653,261,Likelihood to Give,DonorSearch,29%,Percent,2025-09-22
654,261,Estimated Capacity,DonorSearch,"$570,000",Currency,2025-03-11
655,262,Real Estate,Blackbaud Target Analytics,"$3,350,000",Currency,2024-09-19
656,262,Estimated Capacity,Blackbaud Target Analytics,"$90,000",Currency,2025-03-20
657,263,Real Estate,Blackbaud Target Analytics,"$3,050,000",Currency,2024-11-26
658,263,Estimated Capacity,Blackbaud Target Analytics,"$90,000",Currency,2025-05-03
659,263,Likelihood to Give,Blackbaud Target Analytics,12%,Percent,2025-01-30
660,264,Real Estate,DonorSearch,"$2,600,000",Currency,2026-03-23
661,264,Likelihood to Give,DonorSearch,71%,Percent,2025-01-16
662,264,Estimated Capacity,DonorSearch,"$340,000",Currency,2025-09-01
663,265,Estimated Capacity,WealthEngine,"$60,000",Currency,2024-07-28
664,265,Likelihood to Give,WealthEngine,27%,Percent,2025-08-13
665,265,Real Estate,WealthEngine,"$500,000",Currency,2026-02-06
666,266,Real Estate,iWave,"$1,550,000",Currency,2025-06-02
667,266,Estimated Capacity,iWave,"$40,000",Currency,2026-01-19
668,266,Likelihood to Give,iWave,48%,Percent,2025-06-11
669,267,Estimated Capacity,Blackbaud Target Analytics,"$370,000",Currency,2025-10-13
670,267,Real Estate,Blackbaud Target Analytics,"$2,300,000",Currency,2024-09-29
671,267,Likelihood to Give,Blackbaud Target Analytics,13%,Percent,2025-03-01
672,268,Likelihood to Give,DonorSearch,60%,Percent,2024-08-19
673,268,Estimated Capacity,DonorSearch,"$80,000",Currency,2025-03-24
674,269,Estimated Capacity,WealthEngine,"$120,000",Currency,2025-03-29
675,269,Real Estate,WealthEngine,"$1,350,000",Currency,2025-07-21
676,269,Likelihood to Give,WealthEngine,69%,Percent,2024-12-04
677,270,Likelihood to Give,DonorSearch,39%,Percent,2025-02-15
678,270,Real Estate,DonorSearch,"$3,150,000",Currency,2024-12-13
679,271,Estimated Capacity,Blackbaud Target Analytics,"$240,000",Currency,2025-01-09
680,271,Likelihood to Give,Blackbaud Target Analytics,40%,Percent,2025-06-15
681,271,Real Estate,Blackbaud Target Analytics,"$1,450,000",Currency,2025-03-13
682,272,Likelihood to Give,WealthEngine,84%,Percent,2024-06-25
683,272,Real Estate,WealthEngine,"$1,350,000",Currency,2025-12-04
684,272,Estimated Capacity,WealthEngine,"$290,000",Currency,2024-08-13
685,273,Likelihood to Give,iWave,73%,Percent,2025-05-31
686,273,Estimated Capacity,iWave,"$80,000",Currency,2024-07-13
687,273,Real Estate,iWave,"$3,150,000",Currency,2024-09-10
688,274,Likelihood to Give,Blackbaud Target Analytics,32%,Percent,2025-12-27
689,274,Real Estate,Blackbaud Target Analytics,"$4,000,000",Currency,2024-08-24
690,274,Estimated Capacity,Blackbaud Target Analytics,"$90,000",Currency,2025-10-20
691,275,Real Estate,DonorSearch,"$3,350,000",Currency,2025-06-28
692,275,Estimated Capacity,DonorSearch,"$530,000",Currency,2026-02-11
693,275,Likelihood to Give,DonorSearch,51%,Percent,2025-02-28
694,276,Estimated Capacity,iWave,"$100,000",Currency,2025-02-13
695,276,Likelihood to Give,iWave,83%,Percent,2026-02-06
696,276,Real Estate,iWave,"$2,000,000",Currency,2024-08-18
697,277,Real Estate,WealthEngine,"$2,450,000",Currency,2024-10-20
698,277,Estimated Capacity,WealthEngine,"$490,000",Currency,2026-01-25
699,277,Likelihood to Give,WealthEngine,42%,Percent,2025-08-11
700,278,Real Estate,iWave,"$3,850,000",Currency,2025-05-18
701,278,Likelihood to Give,iWave,68%,Percent,2025-02-06
702,279,Likelihood to Give,DonorSearch,33%,Percent,2024-11-16
703,279,Estimated Capacity,DonorSearch,"$80,000",Currency,2024-11-07
704,280,Likelihood to Give,iWave,87%,Percent,2024-05-27
705,280,Real Estate,iWave,"$1,500,000",Currency,2025-11-19
706,280,Estimated Capacity,iWave,"$80,000",Currency,2026-03-28
707,281,Estimated Capacity,Blackbaud Target Analytics,"$60,000",Currency,2025-05-01
708,281,Real Estate,Blackbaud Target Analytics,"$3,200,000",Currency,2025-01-11
709,281,Likelihood to Give,Blackbaud Target Analytics,70%,Percent,2024-11-05
710,282,Estimated Capacity,Blackbaud Target Analytics,"$50,000",Currency,2025-05-31
711,282,Likelihood to Give,Blackbaud Target Analytics,47%,Percent,2026-03-08
712,282,Real Estate,Blackbaud Target Analytics,"$3,450,000",Currency,2026-03-30
713,283,Real Estate,DonorSearch,"$850,000",Currency,2024-11-10
714,283,Estimated Capacity,DonorSearch,"$150,000",Currency,2025-11-10
715,284,Estimated Capacity,WealthEngine,"$460,000",Currency,2025-10-14
716,284,Likelihood to Give,WealthEngine,45%,Percent,2025-02-04
717,284,Real Estate,WealthEngine,"$3,000,000",Currency,2026-03-24
718,285,Real Estate,iWave,"$2,900,000",Currency,2026-04-18
719,285,Likelihood to Give,iWave,18%,Percent,2025-09-24
720,285,Estimated Capacity,iWave,"$3,220,000",Currency,2026-02-17
721,286,Likelihood to Give,iWave,56%,Percent,2025-12-27
722,286,Estimated Capacity,iWave,"$110,000",Currency,2024-06-05
723,286,Real Estate,iWave,"$3,850,000",Currency,2024-10-29
724,287,Real Estate,Blackbaud Target Analytics,"$1,550,000",Currency,2025-05-01
725,287,Likelihood to Give,Blackbaud Target Analytics,66%,Percent,2025-01-09
726,287,Estimated Capacity,Blackbaud Target Analytics,"$240,000",Currency,2024-06-02
727,288,Real Estate,Blackbaud Target Analytics,"$650,000",Currency,2025-06-06
728,288,Estimated Capacity,Blackbaud Target Analytics,"$50,000",Currency,2025-06-14
729,289,Real Estate,Blackbaud Target Analytics,"$2,450,000",Currency,2025-02-18
730,289,Likelihood to Give,Blackbaud Target Analytics,64%,Percent,2024-09-11
731,290,Likelihood to Give,WealthEngine,65%,Percent,2024-10-01
732,290,Estimated Capacity,WealthEngine,"$140,000",Currency,2024-12-07
733,291,Likelihood to Give,iWave,80%,Percent,2026-04-13
734,291,Estimated Capacity,iWave,"$120,000",Currency,2025-12-04
735,291,Real Estate,iWave,"$3,850,000",Currency,2025-03-25
736,292,Real Estate,WealthEngine,"$2,050,000",Currency,2025-01-23
737,292,Likelihood to Give,WealthEngine,56%,Percent,2026-01-28
738,292,Estimated Capacity,WealthEngine,"$60,000",Currency,2025-09-09
739,293,Real Estate,Blackbaud Target Analytics,"$3,150,000",Currency,2025-11-01
740,293,Likelihood to Give,Blackbaud Target Analytics,51%,Percent,2024-09-20
741,294,Likelihood to Give,DonorSearch,36%,Percent,2024-10-14
742,294,Real Estate,DonorSearch,"$3,100,000",Currency,2026-03-11
743,295,Likelihood to Give,WealthEngine,35%,Percent,2024-06-22
744,295,Estimated Capacity,WealthEngine,"$270,000",Currency,2025-06-22
745,296,Likelihood to Give,DonorSearch,47%,Percent,2025-01-28
746,296,Real Estate,DonorSearch,"$1,000,000",Currency,2025-08-23
747,296,Estimated Capacity,DonorSearch,"$230,000",Currency,2024-08-28
748,297,Real Estate,WealthEngine,"$3,300,000",Currency,2025-09-23
749,297,Estimated Capacity,WealthEngine,"$210,000",Currency,2026-02-21
750,298,Likelihood to Give,Blackbaud Target Analytics,37%,Percent,2025-06-30
751,298,Real Estate,Blackbaud Target Analytics,"$3,950,000",Currency,2024-11-12
752,299,Likelihood to Give,DonorSearch,28%,Percent,2025-07-13
753,299,Estimated Capacity,DonorSearch,"$60,000",Currency,2025-12-08
754,300,Real Estate,Blackbaud Target Analytics,"$750,000",Currency,2024-12-07
755,300,Likelihood to Give,Blackbaud Target Analytics,57%,Percent,2024-07-14
756,301,Likelihood to Give,WealthEngine,72%,Percent,2025-03-06
757,301,Estimated Capacity,WealthEngine,"$480,000",Currency,2025-07-12
758,301,Real Estate,WealthEngine,"$1,950,000",Currency,2025-04-10
759,302,Real Estate,WealthEngine,"$2,600,000",Currency,2025-01-08
760,302,Estimated Capacity,WealthEngine,"$540,000",Currency,2025-04-21
761,302,Likelihood to Give,WealthEngine,45%,Percent,2024-10-22
762,303,Estimated Capacity,iWave,"$260,000",Currency,2025-05-27
763,303,Likelihood to Give,iWave,27%,Percent,2025-05-12
764,303,Real Estate,iWave,"$700,000",Currency,2024-09-08
765,304,Real Estate,WealthEngine,"$2,600,000",Currency,2026-01-11
766,304,Estimated Capacity,WealthEngine,"$410,000",Currency,2025-01-07
767,304,Likelihood to Give,WealthEngine,68%,Percent,2025-11-12
768,305,Likelihood to Give,WealthEngine,39%,Percent,2025-12-08
