action_id,constituent_id,action_number,category,action_date,summary,fundraiser_id,days_since
877,99,8,Proposal Submitted,2024-03-31,Presented $500K naming proposal,2,782
878,99,9,Proposal Submitted,2024-02-22,Delivered $100K endowment proposal,2,820
879,99,10,Event Attendance,2024-01-08,Campaign kickoff event,2,865
880,99,11,Event Attendance,2023-10-30,President's dinner,2,935
881,99,12,Site Visit,2023-04-21,Visited endowed professorship,2,1127
882,99,13,Phone Call,2022-11-24,Introduced new initiative,2,1275
883,99,14,Site Visit,2022-09-29,Campus tour with family,2,1331
884,100,1,Meeting,2024-12-31,Discovery meeting,2,507
885,100,2,Meeting,2023-01-01,Follow-up meeting re: proposal,2,1237
886,101,1,Event Attendance,2022-07-21,Commencement ceremony,2,1401
887,102,1,Phone Call,2025-11-20,Left voicemail,2,183
888,102,2,Email,2024-11-08,Sent impact report,2,560
889,102,3,Meeting,2024-07-16,Discussed naming opportunity,2,675
890,102,4,Phone Call,2024-07-07,Confirmed meeting time,2,684
891,102,5,Meeting,2024-05-08,Lunch at faculty club,2,744
892,102,6,Phone Call,2022-10-18,Called to share impact story,2,1312
893,103,1,Email,2025-11-07,Annual fund solicitation,2,196
894,103,2,Email,2023-08-23,Sent birthday greeting,2,1003
895,103,3,Email,2023-06-03,Annual fund solicitation,2,1084
896,103,4,Meeting,2023-02-01,Coffee meeting downtown,2,1206
897,104,1,Event Attendance,2025-05-16,Commencement ceremony,2,371
898,104,2,Site Visit,2024-08-08,Athletic facility tour,2,652
899,104,3,Phone Call,2024-06-14,Call re: event invitation,2,707
900,104,4,Meeting,2024-03-15,Campus visit scheduled,2,798
901,104,5,Event Attendance,2023-05-29,President's dinner,2,1089
902,104,6,Proposal Submitted,2023-04-18,Presented $500K naming proposal,2,1130
903,104,7,Phone Call,2022-08-02,Confirmed meeting time,2,1389
904,105,1,Site Visit,2026-02-02,Athletic facility tour,2,109
905,105,2,Email,2025-05-12,Proposal follow-up email,2,375
906,105,3,Site Visit,2024-12-27,Athletic facility tour,2,511
907,105,4,Proposal Submitted,2024-11-20,Delivered naming opportunity packet,2,548
908,105,5,Phone Call,2024-05-27,Call re: event invitation,2,725
909,105,6,Proposal Submitted,2024-04-23,Delivered naming opportunity packet,2,759
910,105,7,Meeting,2024-01-16,Discovery meeting,2,857
911,105,8,Site Visit,2023-12-05,Visited endowed professorship,2,899
912,105,9,Email,2023-10-27,Event invitation,2,938
913,105,10,Proposal Submitted,2022-12-22,Submitted $250K scholarship proposal,2,1247
914,105,11,Meeting,2022-10-20,Year-end thank-you lunch,2,1310
915,105,12,Phone Call,2022-08-02,Solicitation follow-up,2,1389
916,105,13,Phone Call,2022-06-04,Brief check-in,2,1448
917,105,14,Meeting,2022-06-03,Lunch at faculty club,2,1449
918,106,1,Meeting,2024-10-13,Discussed naming opportunity,2,586
919,106,2,Proposal Submitted,2023-08-16,Presented $50K annual fund proposal,2,1010
920,106,3,Proposal Submitted,2023-04-13,Presented $500K naming proposal,2,1135
921,107,1,Proposal Submitted,2026-05-07,Submitted $1M capital campaign proposal,2,15
922,107,2,Proposal Submitted,2026-04-23,Presented $50K annual fund proposal,2,29
923,107,3,Proposal Submitted,2025-09-08,Delivered $100K endowment proposal,2,256
924,107,4,Phone Call,2025-04-27,Called to share impact story,2,390
925,107,5,Proposal Submitted,2024-02-11,Presented $50K annual fund proposal,2,831
926,107,6,Meeting,2023-08-06,Met spouse for first time,2,1020
927,107,7,Site Visit,2023-07-02,Lab walkthrough with faculty,2,1055
928,107,8,Proposal Submitted,2023-05-27,Delivered naming opportunity packet,2,1091
929,107,9,Event Attendance,2022-12-06,Alumni leadership weekend,2,1263
930,107,10,Phone Call,2022-08-04,Solicitation follow-up,2,1387
931,107,11,Email,2022-07-18,Holiday greeting,2,1404
932,107,12,Event Attendance,2022-06-22,Advisory board meeting,2,1430
933,108,1,Meeting,2025-06-06,Stewardship dinner,2,350
934,108,2,Proposal Submitted,2024-04-17,Presented $500K naming proposal,2,765
935,108,3,Event Attendance,2024-04-05,Homecoming reception,2,777
936,108,4,Email,2024-01-07,Proposal follow-up email,2,866
937,108,5,Site Visit,2023-08-11,Met scholarship recipient,2,1015
938,109,1,Site Visit,2026-05-17,Lab walkthrough with faculty,2,5
939,109,2,Email,2025-03-11,Sent birthday greeting,2,437
940,109,3,Meeting,2023-03-14,Initial in-person meeting,2,1165
941,109,4,Event Attendance,2022-11-06,Athletic event in donor suite,2,1293
942,110,1,Event Attendance,2026-05-09,Athletic event in donor suite,2,13
943,110,2,Email,2024-05-23,Proposal follow-up email,2,729
944,111,1,Proposal Submitted,2026-05-11,Presented $500K naming proposal,2,11
945,111,2,Site Visit,2025-10-14,Met scholarship recipient,2,220
946,111,3,Meeting,2024-06-04,Lunch at faculty club,2,717
947,112,1,Meeting,2025-04-12,Follow-up meeting re: proposal,2,405
948,112,2,Event Attendance,2023-08-18,President's dinner,2,1008
949,113,1,Email,2026-05-07,Updated on campaign progress,2,15
950,113,2,Phone Call,2025-09-10,Called to share impact story,2,254
951,113,3,Email,2025-07-07,Event invitation,2,319
952,113,4,Site Visit,2025-02-12,Arts center opening,2,464
953,113,5,Site Visit,2024-12-25,Lab walkthrough with faculty,2,513
954,113,6,Phone Call,2024-09-16,Introduced new initiative,2,613
955,113,7,Proposal Submitted,2024-04-15,Submitted $1M capital campaign proposal,2,767
956,113,8,Meeting,2024-03-03,Stewardship dinner,2,810
957,113,9,Proposal Submitted,2023-10-01,Presented $500K naming proposal,2,964
958,113,10,Meeting,2023-08-27,Met at alumni event,2,999
959,113,11,Email,2022-09-15,Sent impact report,2,1345
960,114,1,Site Visit,2026-03-18,Arts center opening,2,65
961,114,2,Email,2025-06-27,Event invitation,2,329
962,114,3,Site Visit,2025-04-09,Campus tour with family,2,408
963,114,4,Event Attendance,2024-07-12,Athletic event in donor suite,2,679
964,114,5,Proposal Submitted,2024-03-04,Submitted pledge renewal proposal,2,809
965,114,6,Phone Call,2024-01-10,Introduced new initiative,2,863
966,114,7,Site Visit,2022-08-26,Athletic facility tour,2,1365
967,115,1,Phone Call,2026-04-08,Introduced new initiative,2,44
968,115,2,Event Attendance,2025-10-13,Attended gala,2,221
969,115,3,Proposal Submitted,2025-10-09,Presented $500K naming proposal,2,225
970,115,4,Meeting,2025-09-05,Campus visit scheduled,2,259
971,115,5,Email,2025-08-25,Updated on campaign progress,2,270
972,116,1,Email,2026-05-05,Event invitation,2,17
973,116,2,Email,2025-12-03,Shared news article of interest,2,170
974,116,3,Proposal Submitted,2025-07-13,Delivered naming opportunity packet,2,313
975,116,4,Site Visit,2025-05-04,Lab walkthrough with faculty,2,383
976,116,5,Site Visit,2024-12-30,Arts center opening,2,508
977,116,6,Meeting,2024-12-27,Year-end thank-you lunch,2,511
978,116,7,Proposal Submitted,2024-10-21,Presented $50K annual fund proposal,2,578
979,116,8,Event Attendance,2024-10-06,President's dinner,2,593
980,116,9,Phone Call,2023-12-25,Brief check-in,2,879
981,116,10,Proposal Submitted,2023-12-14,Submitted pledge renewal proposal,2,890
982,116,11,Phone Call,2023-09-11,Left voicemail,2,984
983,116,12,Meeting,2023-08-30,Office visit,2,996
984,116,13,Site Visit,2023-07-09,Toured new building,2,1048
985,116,14,Email,2022-12-04,Shared news article of interest,2,1265
986,117,1,Meeting,2026-04-15,Discussed naming opportunity,2,37
987,117,2,Site Visit,2025-11-16,Athletic facility tour,2,187
988,117,3,Email,2025-04-08,Shared news article of interest,2,409
989,117,4,Phone Call,2023-12-30,Introduced new initiative,2,874
990,117,5,Site Visit,2022-12-06,Campus tour with family,2,1263
991,118,1,Meeting,2026-02-05,Discovery meeting,2,106
992,118,2,Email,2024-09-05,Proposal follow-up email,2,624
993,118,3,Email,2023-12-29,Updated on campaign progress,2,875
994,118,4,Phone Call,2023-07-12,Introduced new initiative,2,1045
995,118,5,Meeting,2022-10-11,Office visit,2,1319
996,119,1,Meeting,2026-05-20,Campus visit scheduled,2,2
997,120,1,Email,2025-10-27,Sent thank-you note,2,207
998,120,2,Email,2025-05-08,Event invitation,2,379
999,120,3,Meeting,2025-03-13,Campus visit scheduled,2,435
1000,120,4,Meeting,2024-12-21,Campus visit scheduled,2,517
1001,120,5,Event Attendance,2024-10-25,President's dinner,2,574
1002,120,6,Email,2024-10-14,Sent thank-you note,2,585
1003,120,7,Proposal Submitted,2023-12-21,Delivered naming opportunity packet,2,883
1004,120,8,Email,2023-09-28,Annual fund solicitation,2,967
1005,120,9,Event Attendance,2023-08-19,Advisory board meeting,2,1007
1006,120,10,Phone Call,2022-12-26,Call re: event invitation,2,1243
1007,121,1,Phone Call,2026-02-26,Left voicemail,2,85
1008,121,2,Proposal Submitted,2025-11-24,Submitted $1M capital campaign proposal,2,179
1009,121,3,Meeting,2025-10-16,Lunch at faculty club,2,218
1010,121,4,Event Attendance,2025-09-17,Advisory board meeting,2,247
1011,121,5,Email,2025-08-27,Forwarded dean's letter,2,268
1012,121,6,Phone Call,2024-03-26,Called to share impact story,2,787
1013,121,7,Proposal Submitted,2023-02-10,Presented $500K naming proposal,2,1197
1014,121,8,Meeting,2023-02-05,Office visit,2,1202
1015,121,9,Phone Call,2023-01-05,Confirmed meeting time,2,1233
1016,121,10,Event Attendance,2022-11-09,Regional club event,2,1290
1017,121,11,Event Attendance,2022-09-19,Advisory board meeting,2,1341
1018,122,1,Proposal Submitted,2023-11-15,Submitted $250K scholarship proposal,2,919
1019,122,2,Site Visit,2022-11-09,Toured new building,2,1290
1020,123,1,Meeting,2026-04-07,Met spouse for first time,2,45
1021,123,2,Meeting,2025-08-30,Year-end thank-you lunch,2,265
1022,123,3,Phone Call,2025-06-14,Confirmed meeting time,2,342
1023,123,4,Site Visit,2024-11-06,Arts center opening,2,562
1024,123,5,Event Attendance,2024-10-05,Campaign kickoff event,2,594
1025,123,6,Meeting,2024-01-14,Office visit,2,859
1026,123,7,Site Visit,2023-07-25,Visited endowed professorship,2,1032
1027,123,8,Event Attendance,2023-06-14,Commencement ceremony,2,1073
1028,123,9,Event Attendance,2023-01-10,Commencement ceremony,2,1228
1029,123,10,Site Visit,2022-06-25,Athletic facility tour,2,1427
1030,124,1,Proposal Submitted,2026-05-14,Submitted pledge renewal proposal,2,8
1031,124,2,Event Attendance,2026-05-03,Regional club event,2,19
1032,124,3,Email,2025-06-28,Shared news article of interest,2,328
1033,124,4,Email,2025-05-10,Proposal follow-up email,2,377
1034,124,5,Event Attendance,2025-03-24,Homecoming reception,2,424
1035,124,6,Phone Call,2025-03-01,Left voicemail,2,447
1036,124,7,Meeting,2023-11-01,Follow-up meeting re: proposal,2,933
1037,124,8,Phone Call,2023-07-25,Call re: event invitation,2,1032
1038,124,9,Meeting,2023-07-06,Campus visit scheduled,2,1051
1039,124,10,Phone Call,2023-03-07,Call re: event invitation,2,1172
1040,124,11,Phone Call,2023-01-25,Call re: event invitation,2,1213
1041,124,12,Meeting,2022-06-25,Campus visit scheduled,2,1427
1042,125,1,Proposal Submitted,2026-05-19,Presented $50K annual fund proposal,2,3
1043,125,2,Email,2025-12-02,Holiday greeting,2,171
1044,125,3,Site Visit,2025-09-26,Athletic facility tour,2,238
1045,125,4,Email,2025-03-17,Sent thank-you note,2,431
1046,125,5,Meeting,2024-07-26,Campus visit scheduled,2,665
1047,125,6,Meeting,2024-06-09,Stewardship dinner,2,712
1048,125,7,Phone Call,2024-04-26,Call re: event invitation,2,756
1049,125,8,Phone Call,2023-05-23,Call re: event invitation,2,1095
1050,125,9,Meeting,2022-12-29,Follow-up meeting re: proposal,2,1240
1051,125,10,Proposal Submitted,2022-11-03,Delivered naming opportunity packet,2,1296
1052,125,11,Event Attendance,2022-10-01,Homecoming reception,2,1329
1053,126,1,Event Attendance,2024-12-10,Campaign kickoff event,2,528
1054,126,2,Phone Call,2022-11-16,Touched base on family news,2,1283
1055,126,3,Phone Call,2022-10-30,Introduced new initiative,2,1300
1056,126,4,Email,2022-09-20,Shared news article of interest,2,1340
1057,127,1,Site Visit,2025-11-11,Arts center opening,2,192
1058,127,2,Phone Call,2025-07-22,Call re: event invitation,2,304
1059,127,3,Meeting,2025-07-07,Discovery meeting,2,319
1060,127,4,Phone Call,2025-05-26,Discussed pledge payment,2,361
1061,127,5,Site Visit,2025-05-15,Arts center opening,2,372
1062,127,6,Event Attendance,2025-05-08,Alumni leadership weekend,2,379
1063,127,7,Meeting,2025-04-30,Office visit,2,387
1064,127,8,Meeting,2025-02-01,Discussed naming opportunity,2,475
1065,127,9,Phone Call,2024-04-27,Touched base on family news,2,755
1066,127,10,Proposal Submitted,2024-03-03,Submitted $1M capital campaign proposal,2,810
1067,127,11,Meeting,2023-12-15,Year-end thank-you lunch,2,889
1068,127,12,Event Attendance,2023-11-20,President's dinner,2,914
1069,127,13,Proposal Submitted,2023-10-24,Delivered naming opportunity packet,2,941
1070,127,14,Meeting,2023-09-13,Met spouse for first time,2,982
1071,127,15,Meeting,2023-08-10,Discussed naming opportunity,2,1016
1072,127,16,Site Visit,2023-03-12,Toured new building,2,1167
1073,127,17,Meeting,2022-11-09,Coffee meeting downtown,2,1290
1074,128,1,Meeting,2025-08-24,Discovery meeting,2,271
1075,128,2,Phone Call,2024-12-29,Brief check-in,2,509
1076,129,1,Proposal Submitted,2026-05-02,Delivered naming opportunity packet,2,20
1077,129,2,Email,2025-10-16,Event invitation,2,218
1078,129,3,Phone Call,2023-05-07,Discussed pledge payment,2,1111
1079,130,1,Proposal Submitted,2026-01-27,Presented $50K annual fund proposal,2,115
1080,130,2,Meeting,2025-07-09,Coffee meeting downtown,2,317
1081,130,3,Meeting,2025-06-21,Lunch at faculty club,2,335
1082,130,4,Event Attendance,2025-01-07,Regional club event,2,500
1083,130,5,Meeting,2024-11-20,Follow-up meeting re: proposal,2,548
1084,130,6,Site Visit,2024-08-30,Lab walkthrough with faculty,2,630
1085,130,7,Meeting,2024-07-11,Met at alumni event,2,680
1086,130,8,Meeting,2023-11-24,Met at alumni event,2,910
1087,130,9,Site Visit,2023-09-14,Campus tour with family,2,981
1088,130,10,Phone Call,2023-05-04,Introduced new initiative,2,1114
1089,130,11,Proposal Submitted,2023-03-26,Delivered $100K endowment proposal,2,1153
1090,130,12,Phone Call,2022-07-04,Confirmed meeting time,2,1418
1091,131,1,Meeting,2025-10-08,Discovery meeting,2,226
1092,131,2,Email,2025-06-08,Event invitation,2,348
1093,131,3,Event Attendance,2025-02-16,Advisory board meeting,2,460
1094,131,4,Meeting,2023-08-18,Stewardship dinner,2,1008
1095,132,1,Email,2026-02-22,Annual fund solicitation,2,89
1096,132,2,Phone Call,2025-07-16,Confirmed meeting time,2,310
1097,132,3,Phone Call,2025-05-22,Call re: event invitation,2,365
1098,132,4,Event Attendance,2023-12-26,Regional club event,2,878
1099,132,5,Email,2023-05-31,Event invitation,2,1087
1100,132,6,Email,2022-12-30,Forwarded dean's letter,2,1239
1101,133,1,Event Attendance,2026-05-17,Commencement ceremony,2,5
1102,133,2,Proposal Submitted,2026-01-04,Delivered $100K endowment proposal,2,138
1103,133,3,Phone Call,2025-12-16,Solicitation follow-up,2,157
1104,133,4,Email,2025-10-02,Holiday greeting,2,232
1105,133,5,Phone Call,2025-07-25,Confirmed meeting time,2,301
1106,133,6,Email,2025-07-23,Sent thank-you note,2,303
1107,133,7,Site Visit,2025-07-21,Campus tour with family,2,305
1108,133,8,Site Visit,2024-11-24,Arts center opening,2,544
1109,133,9,Site Visit,2024-08-04,Athletic facility tour,2,656
1110,133,10,Proposal Submitted,2024-04-26,Delivered $100K endowment proposal,2,756
1111,133,11,Phone Call,2024-03-13,Left voicemail,2,800
1112,133,12,Site Visit,2023-11-19,Campus tour with family,2,915
1113,133,13,Event Attendance,2023-09-15,Athletic event in donor suite,2,980
1114,133,14,Event Attendance,2022-09-16,Campaign kickoff event,2,1344
1115,133,15,Site Visit,2022-05-26,Athletic facility tour,2,1457
1116,134,1,Meeting,2025-12-01,Met at alumni event,2,172
1117,134,2,Meeting,2025-11-24,Stewardship dinner,2,179
1118,134,3,Event Attendance,2025-02-26,Athletic event in donor suite,2,450
1119,134,4,Phone Call,2025-02-04,Solicitation follow-up,2,472
1120,134,5,Meeting,2025-01-25,Stewardship dinner,2,482
1121,134,6,Email,2024-05-11,Holiday greeting,2,741
1122,134,7,Email,2024-03-25,Forwarded dean's letter,2,788
1123,134,8,Phone Call,2024-01-09,Called to share impact story,2,864
1124,134,9,Site Visit,2023-06-07,Lab walkthrough with faculty,2,1080
1125,134,10,Phone Call,2023-02-23,Left voicemail,2,1184
1126,134,11,Meeting,2023-02-17,Year-end thank-you lunch,2,1190
1127,134,12,Phone Call,2022-07-01,Solicitation follow-up,2,1421
1128,134,13,Proposal Submitted,2022-06-12,Submitted pledge renewal proposal,2,1440
1129,135,1,Proposal Submitted,2026-03-29,Submitted $1M capital campaign proposal,2,54
1130,135,2,Email,2024-04-08,Sent impact report,2,774
1131,136,1,Meeting,2025-12-21,Office visit,2,152
1132,136,2,Email,2025-07-02,Holiday greeting,2,324
1133,136,3,Meeting,2023-09-18,Met at alumni event,2,977
1134,136,4,Meeting,2023-02-15,Coffee meeting downtown,2,1192
1135,136,5,Event Attendance,2023-01-21,Commencement ceremony,2,1217
1136,136,6,Phone Call,2022-09-02,Discussed pledge payment,2,1358
1137,137,1,Proposal Submitted,2025-08-08,Delivered $100K endowment proposal,2,287
1138,137,2,Site Visit,2023-06-06,Campus tour with family,2,1081
1139,138,1,Email,2026-04-24,Event invitation,2,28
1140,138,2,Phone Call,2023-11-24,Check-in call,2,910
1141,138,3,Proposal Submitted,2022-10-09,Submitted $250K scholarship proposal,2,1321
1142,138,4,Event Attendance,2022-06-28,President's dinner,2,1424
1143,139,1,Phone Call,2026-04-29,Confirmed meeting time,2,23
1144,139,2,Phone Call,2025-06-27,Call re: event invitation,2,329
1145,139,3,Meeting,2024-12-09,Follow-up meeting re: proposal,2,529
1146,139,4,Site Visit,2024-09-02,Lab walkthrough with faculty,2,627
1147,139,5,Proposal Submitted,2024-03-01,Presented $500K naming proposal,2,812
1148,139,6,Site Visit,2024-01-05,Athletic facility tour,2,868
1149,139,7,Meeting,2023-11-03,Met at alumni event,2,931
1150,139,8,Site Visit,2023-07-29,Lab walkthrough with faculty,2,1028
1151,139,9,Proposal Submitted,2023-04-13,Presented $50K annual fund proposal,2,1135
1152,139,10,Event Attendance,2023-03-07,Homecoming reception,2,1172
1153,139,11,Proposal Submitted,2022-07-29,Submitted $1M capital campaign proposal,2,1393
1154,139,12,Site Visit,2022-05-30,Met scholarship recipient,2,1453
1155,139,13,Proposal Submitted,2022-05-26,Submitted pledge renewal proposal,2,1457
1156,140,1,Meeting,2026-01-30,Lunch at faculty club,2,112
1157,140,2,Email,2025-10-11,Annual fund solicitation,2,223
1158,140,3,Email,2025-06-18,Sent impact report,2,338
1159,140,4,Phone Call,2025-04-18,Call re: event invitation,2,399
1160,140,5,Phone Call,2024-11-15,Called to share impact story,2,553
1161,140,6,Meeting,2024-04-21,Lunch at faculty club,2,761
1162,140,7,Phone Call,2024-04-02,Brief check-in,2,780
1163,140,8,Meeting,2024-01-04,Discovery meeting,2,869
1164,140,9,Phone Call,2022-10-05,Called to share impact story,2,1325
1165,141,1,Meeting,2026-03-16,Stewardship dinner,2,67
1166,141,2,Meeting,2026-02-19,Discovery meeting,2,92
1167,141,3,Meeting,2026-02-17,Stewardship dinner,2,94
1168,141,4,Email,2025-11-28,Updated on campaign progress,2,175
1169,141,5,Event Attendance,2025-01-14,Alumni leadership weekend,2,493
1170,141,6,Email,2024-11-16,Updated on campaign progress,2,552
1171,141,7,Proposal Submitted,2023-09-04,Delivered $100K endowment proposal,2,991
1172,141,8,Phone Call,2023-03-24,Solicitation follow-up,2,1155
1173,141,9,Email,2023-03-22,Updated on campaign progress,2,1157
1174,141,10,Proposal Submitted,2023-03-11,Presented $50K annual fund proposal,2,1168
1175,141,11,Meeting,2022-10-22,Follow-up meeting re: proposal,2,1308
1176,142,1,Phone Call,2026-04-03,Discussed pledge payment,2,49
1177,142,2,Proposal Submitted,2026-03-06,Submitted $1M capital campaign proposal,2,77
1178,142,3,Meeting,2024-10-04,Campus visit scheduled,2,595
1179,142,4,Meeting,2024-03-30,Year-end thank-you lunch,2,783
1180,142,5,Phone Call,2023-09-18,Left voicemail,2,977
1181,142,6,Proposal Submitted,2023-02-06,Submitted pledge renewal proposal,2,1201
1182,142,7,Phone Call,2023-02-04,Discussed pledge payment,2,1203
1183,143,1,Proposal Submitted,2026-03-01,Delivered naming opportunity packet,2,82
1184,143,2,Proposal Submitted,2025-08-26,Submitted $1M capital campaign proposal,2,269
1185,143,3,Phone Call,2024-10-03,Left voicemail,2,596
1186,143,4,Event Attendance,2024-06-26,Homecoming reception,2,695
1187,143,5,Phone Call,2024-06-21,Brief check-in,2,700
1188,143,6,Proposal Submitted,2024-05-14,Submitted $1M capital campaign proposal,2,738
1189,143,7,Meeting,2023-12-21,Coffee meeting downtown,2,883
1190,143,8,Phone Call,2023-11-17,Call re: event invitation,2,917
1191,143,9,Event Attendance,2023-06-29,Homecoming reception,2,1058
1192,143,10,Site Visit,2023-06-15,Toured new building,2,1072
1193,143,11,Site Visit,2022-12-22,Met scholarship recipient,2,1247
1194,143,12,Phone Call,2022-11-22,Call re: event invitation,2,1277
1195,143,13,Phone Call,2022-09-25,Solicitation follow-up,2,1335
1196,144,1,Email,2024-05-07,Event invitation,2,745
1197,144,2,Meeting,2023-02-26,Office visit,2,1181
1198,145,1,Email,2024-12-09,Forwarded dean's letter,2,529
1199,145,2,Proposal Submitted,2023-10-21,Presented $500K naming proposal,2,944
1200,145,3,Meeting,2023-09-25,Met spouse for first time,2,970
1201,146,1,Email,2026-03-01,Updated on campaign progress,2,82
1202,146,2,Site Visit,2024-05-07,Visited endowed professorship,2,745
1203,147,1,Event Attendance,2025-08-30,Advisory board meeting,2,265
1204,147,2,Email,2024-04-30,Event invitation,2,752
1205,147,3,Proposal Submitted,2023-12-01,Submitted $1M capital campaign proposal,2,903
1206,147,4,Event Attendance,2023-07-07,Athletic event in donor suite,2,1050
1207,147,5,Email,2022-07-28,Sent impact report,2,1394
1208,148,1,Phone Call,2026-05-05,Confirmed meeting time,2,17
1209,148,2,Site Visit,2026-01-25,Arts center opening,2,117
1210,148,3,Meeting,2025-12-23,Stewardship dinner,2,150
1211,148,4,Site Visit,2025-10-18,Campus tour with family,2,216
1212,148,5,Proposal Submitted,2025-07-09,Presented $50K annual fund proposal,2,317
1213,148,6,Site Visit,2025-07-01,Toured new building,2,325
1214,148,7,Meeting,2025-01-05,Office visit,2,502
1215,148,8,Proposal Submitted,2024-10-03,Submitted $250K scholarship proposal,2,596
1216,148,9,Site Visit,2024-04-12,Visited endowed professorship,2,770
1217,148,10,Site Visit,2024-02-24,Lab walkthrough with faculty,2,818
1218,148,11,Site Visit,2023-03-30,Met scholarship recipient,2,1149
1219,148,12,Meeting,2023-03-11,Stewardship dinner,2,1168
1220,148,13,Email,2022-10-11,Annual fund solicitation,2,1319
1221,148,14,Site Visit,2022-06-18,Lab walkthrough with faculty,2,1434
1222,149,1,Phone Call,2026-03-04,Touched base on family news,2,79
1223,149,2,Phone Call,2025-09-29,Left voicemail,2,235
1224,149,3,Email,2024-10-28,Annual fund solicitation,2,571
1225,149,4,Meeting,2023-11-03,Met spouse for first time,2,931
1226,149,5,Site Visit,2023-05-01,Toured new building,2,1117
1227,150,1,Site Visit,2026-04-05,Athletic facility tour,2,47
1228,150,2,Phone Call,2026-01-31,Call re: event invitation,2,111
1229,150,3,Phone Call,2025-12-31,Check-in call,2,142
1230,150,4,Meeting,2025-12-05,Discussed naming opportunity,2,168
1231,150,5,Email,2025-12-01,Proposal follow-up email,2,172
1232,150,6,Phone Call,2025-08-04,Left voicemail,2,291
1233,150,7,Email,2025-05-26,Updated on campaign progress,2,361
1234,150,8,Site Visit,2025-03-14,Campus tour with family,2,434
1235,150,9,Event Attendance,2025-03-10,President's dinner,2,438
1236,150,10,Proposal Submitted,2024-12-21,Submitted $1M capital campaign proposal,2,517
1237,150,11,Email,2024-11-15,Annual fund solicitation,2,553
1238,150,12,Site Visit,2024-11-07,Visited endowed professorship,2,561
1239,150,13,Meeting,2024-09-18,Follow-up meeting re: proposal,2,611
1240,150,14,Event Attendance,2024-05-11,Alumni leadership weekend,2,741
1241,150,15,Meeting,2024-02-12,Year-end thank-you lunch,2,830
1242,150,16,Proposal Submitted,2024-01-06,Presented $50K annual fund proposal,2,867
1243,150,17,Event Attendance,2023-12-23,President's dinner,2,881
1244,150,18,Email,2023-11-09,Sent thank-you note,2,925
1245,150,19,Meeting,2023-09-25,Office visit,2,970
1246,150,20,Site Visit,2022-10-28,Lab walkthrough with faculty,2,1302
1247,150,21,Site Visit,2022-07-21,Visited endowed professorship,2,1401
1248,150,22,Email,2022-05-24,Event invitation,2,1459
1249,151,1,Proposal Submitted,2026-05-14,Presented $50K annual fund proposal,2,8
1250,151,2,Phone Call,2026-03-08,Brief check-in,2,75
1251,151,3,Site Visit,2025-11-03,Lab walkthrough with faculty,2,200
1252,151,4,Email,2025-09-06,Shared news article of interest,2,258
1253,151,5,Phone Call,2025-05-02,Brief check-in,2,385
1254,151,6,Meeting,2025-02-28,Stewardship dinner,2,448
1255,151,7,Email,2024-11-29,Sent impact report,2,539
1256,151,8,Email,2024-02-09,Proposal follow-up email,2,833
1257,151,9,Event Attendance,2024-01-12,Homecoming reception,2,861
1258,151,10,Proposal Submitted,2023-11-13,Submitted $1M capital campaign proposal,2,921
1259,151,11,Proposal Submitted,2023-11-11,Submitted $1M capital campaign proposal,2,923
1260,151,12,Site Visit,2023-06-20,Campus tour with family,2,1067
1261,151,13,Email,2023-02-22,Sent thank-you note,2,1185
1262,151,14,Event Attendance,2022-10-30,Commencement ceremony,2,1300
1263,151,15,Event Attendance,2022-10-21,Advisory board meeting,2,1309
1264,152,1,Event Attendance,2025-05-26,President's dinner,2,361
1265,152,2,Event Attendance,2025-05-24,Commencement ceremony,2,363
1266,152,3,Site Visit,2024-04-17,Met scholarship recipient,2,765
1267,152,4,Proposal Submitted,2023-12-26,Submitted pledge renewal proposal,2,878
1268,152,5,Proposal Submitted,2023-10-25,Submitted $1M capital campaign proposal,2,940
1269,152,6,Proposal Submitted,2023-04-15,Delivered $100K endowment proposal,2,1133
1270,153,1,Meeting,2026-04-18,Campus visit scheduled,2,34
1271,153,2,Site Visit,2025-11-23,Athletic facility tour,2,180
1272,153,3,Event Attendance,2025-11-19,Attended gala,2,184
1273,153,4,Proposal Submitted,2025-10-30,Delivered $100K endowment proposal,2,204
1274,153,5,Site Visit,2025-10-21,Lab walkthrough with faculty,2,213
1275,153,6,Phone Call,2025-10-21,Touched base on family news,2,213
1276,153,7,Event Attendance,2024-01-30,Commencement ceremony,2,843
1277,153,8,Meeting,2023-08-09,Met at alumni event,2,1017
1278,153,9,Site Visit,2023-05-02,Toured new building,2,1116
1279,153,10,Email,2022-12-06,Forwarded dean's letter,2,1263
1280,153,11,Site Visit,2022-11-21,Visited endowed professorship,2,1278
1281,153,12,Proposal Submitted,2022-09-29,Submitted pledge renewal proposal,2,1331
1282,154,1,Event Attendance,2026-05-13,Advisory board meeting,2,9
1283,154,2,Email,2026-05-06,Holiday greeting,2,16
1284,154,3,Event Attendance,2026-04-20,Commencement ceremony,2,32
1285,154,4,Phone Call,2026-03-29,Called to share impact story,2,54
1286,154,5,Site Visit,2026-03-16,Lab walkthrough with faculty,2,67
1287,154,6,Event Attendance,2025-07-11,Commencement ceremony,2,315
1288,154,7,Meeting,2025-02-17,Met spouse for first time,2,459
1289,154,8,Site Visit,2025-01-12,Lab walkthrough with faculty,2,495
1290,154,9,Proposal Submitted,2024-11-26,Submitted $1M capital campaign proposal,2,542
