gift_id,constituent_id,gift_number,amount,gift_date,gift_type,gift_subtype,gift_balance,designation
351,197,4,8000.0,2017-03-21,Donation,Check,0.0,Annual Fund
352,197,5,9000.0,2014-09-26,Donation,,0.0,Faculty Excellence Fund
353,197,6,60000.0,2014-06-02,Donation,Wire Transfer,0.0,Library Fund
354,198,1,60000.0,2012-04-20,Pledge,Campaign Pledge,0.0,Capital Campaign
355,198,2,9000.0,2012-01-14,Donation,,0.0,Scholarship Endowment
356,200,1,300000.0,2023-07-10,Pledge,Campaign Pledge,169000.0,Athletics Fund
357,200,2,270000.0,2013-11-03,Pledge,Campaign Pledge,0.0,Library Fund
358,201,1,620000.0,2021-12-16,Donation,Wire Transfer,0.0,Unrestricted Endowment
359,201,2,250000.0,2014-09-28,Donation,,0.0,Unrestricted Endowment
360,202,1,50000.0,2022-06-23,Donation,Check,0.0,Dean's Discretionary Fund
361,202,2,25000.0,2019-09-09,Donation,,0.0,Faculty Excellence Fund
362,202,3,60000.0,2012-06-03,Pledge,,0.0,Arts & Humanities
363,205,1,120000.0,2019-05-13,Pledge,Multi-year Pledge,0.0,Annual Fund
364,209,1,640000.0,2025-05-11,Donation,Check,0.0,Unrestricted Endowment
365,209,2,460000.0,2019-10-16,Donation,,0.0,Athletics Fund
366,209,3,700000.0,2017-12-04,Donation,Check,0.0,Annual Fund
367,211,1,70000.0,2020-01-12,Donation,Wire Transfer,0.0,Student Life
368,211,2,7000.0,2019-10-16,Pledge,,0.0,Dean's Discretionary Fund
369,211,3,20000.0,2017-01-31,Donation,Check,0.0,Student Life
370,214,1,1420000.0,2015-11-12,Donation,Check,0.0,Dean's Discretionary Fund
371,216,1,50000.0,2020-12-13,Donation,,0.0,Faculty Excellence Fund
372,216,2,60000.0,2019-10-10,Pledge,Multi-year Pledge,0.0,Dean's Discretionary Fund
373,217,1,10000.0,2023-02-19,Pledge,Campaign Pledge,0.0,Global Initiatives
374,217,2,40000.0,2021-05-01,Donation,,0.0,Student Life
375,222,1,350000.0,2025-06-05,Pledge,,268000.0,Global Initiatives
376,222,2,210000.0,2021-03-30,Pledge,Multi-year Pledge,0.0,Research Initiative
377,223,1,160000.0,2026-02-13,Donation,,0.0,Student Life
378,223,2,120000.0,2026-01-25,Donation,,0.0,Faculty Excellence Fund
379,223,3,70000.0,2025-09-17,Donation,Check,0.0,Dean's Discretionary Fund
380,223,4,150000.0,2025-08-25,Donation,Wire Transfer,0.0,Scholarship Endowment
381,223,5,180000.0,2022-02-28,Pledge,,0.0,Global Initiatives
382,223,6,80000.0,2021-08-17,Donation,Wire Transfer,0.0,Arts & Humanities
383,223,7,20000.0,2017-03-05,Donation,,0.0,Global Initiatives
384,223,8,35000.0,2014-07-18,Donation,Wire Transfer,0.0,Unrestricted Endowment
385,223,9,60000.0,2013-11-30,Pledge,Campaign Pledge,0.0,Athletics Fund
386,223,10,90000.0,2013-02-28,Donation,GiveCampus,0.0,Arts & Humanities
387,224,1,500000.0,2023-03-08,Pledge,Campaign Pledge,0.0,Capital Campaign
388,224,2,390000.0,2022-10-09,Donation,,0.0,Arts & Humanities
389,224,3,120000.0,2022-06-25,Donation,,0.0,Dean's Discretionary Fund
390,224,4,600000.0,2021-12-09,Pledge,,0.0,Student Life
391,224,5,760000.0,2017-03-04,Donation,,0.0,Arts & Humanities
392,226,1,70000.0,2025-04-08,Donation,,0.0,Research Initiative
393,226,2,30000.0,2020-12-23,Pledge,,0.0,Faculty Excellence Fund
394,226,3,45000.0,2017-06-09,Pledge,,0.0,Arts & Humanities
395,226,4,360000.0,2016-09-10,Donation,,0.0,Annual Fund
396,226,5,280000.0,2016-07-17,Donation,,0.0,Arts & Humanities
397,226,6,100000.0,2015-04-07,Pledge,,0.0,Faculty Excellence Fund
398,226,7,150000.0,2014-08-29,Donation,,0.0,Research Initiative
399,227,1,100000.0,2016-07-10,Donation,GiveCampus,0.0,Research Initiative
400,230,1,130000.0,2014-07-18,Pledge,,0.0,Scholarship Endowment
401,231,1,640000.0,2026-03-13,Pledge,,619000.0,Library Fund
402,231,2,730000.0,2014-06-21,Pledge,Campaign Pledge,0.0,Student Life
403,232,1,30000.0,2021-07-21,Donation,Check,0.0,Scholarship Endowment
404,233,1,120000.0,2025-11-26,Donation,Check,0.0,Scholarship Endowment
405,233,2,60000.0,2025-03-29,Pledge,,51000.0,Dean's Discretionary Fund
406,233,3,200000.0,2017-12-30,Pledge,Campaign Pledge,0.0,Capital Campaign
407,233,4,120000.0,2016-03-07,Donation,Wire Transfer,0.0,Global Initiatives
408,233,5,90000.0,2014-12-05,Pledge,Campaign Pledge,0.0,Global Initiatives
409,233,6,180000.0,2012-09-21,Pledge,Campaign Pledge,0.0,Athletics Fund
410,241,1,50000.0,2023-01-19,Donation,Wire Transfer,0.0,Faculty Excellence Fund
411,241,2,45000.0,2019-09-05,Donation,,0.0,Annual Fund
412,241,3,70000.0,2018-02-04,Pledge,Campaign Pledge,0.0,Global Initiatives
413,241,4,60000.0,2014-04-21,Pledge,,0.0,Faculty Excellence Fund
414,243,1,120000.0,2016-08-31,Donation,,0.0,Research Initiative
415,245,1,15000.0,2022-10-31,Donation,GiveCampus,0.0,Annual Fund
416,245,2,15000.0,2015-09-13,Donation,,0.0,Athletics Fund
417,246,1,30000.0,2014-08-24,Donation,Check,0.0,Global Initiatives
418,250,1,180000.0,2026-03-28,Pledge,,177000.0,Dean's Discretionary Fund
419,250,2,90000.0,2025-11-30,Donation,,0.0,Student Life
420,250,3,160000.0,2019-12-03,Pledge,Multi-year Pledge,0.0,Global Initiatives
421,250,4,110000.0,2018-07-30,Pledge,,0.0,Research Initiative
422,252,1,25000.0,2018-07-30,Donation,,0.0,Annual Fund
423,252,2,160000.0,2017-10-27,Donation,,0.0,Unrestricted Endowment
424,252,3,180000.0,2013-06-16,Pledge,,0.0,Student Life
425,253,1,45000.0,2023-08-12,Donation,,0.0,Research Initiative
426,254,1,70000.0,2013-02-16,Pledge,Campaign Pledge,0.0,Athletics Fund
427,255,1,220000.0,2025-08-24,Donation,,0.0,Unrestricted Endowment
428,255,2,380000.0,2022-08-16,Pledge,Multi-year Pledge,0.0,Research Initiative
429,257,1,470000.0,2024-08-16,Donation,Wire Transfer,0.0,Arts & Humanities
430,257,2,1660000.0,2021-10-10,Pledge,,0.0,Annual Fund
431,257,3,810000.0,2015-01-03,Pledge,,0.0,Global Initiatives
432,259,1,150000.0,2024-08-31,Pledge,,101000.0,Unrestricted Endowment
433,259,2,350000.0,2012-09-14,Donation,GiveCampus,0.0,Unrestricted Endowment
434,261,1,90000.0,2025-12-06,Pledge,Multi-year Pledge,81000.0,Capital Campaign
435,261,2,190000.0,2021-05-12,Donation,,0.0,Dean's Discretionary Fund
436,261,3,170000.0,2020-04-01,Donation,Check,0.0,Capital Campaign
437,261,4,80000.0,2020-01-12,Donation,Wire Transfer,0.0,Scholarship Endowment
438,261,5,100000.0,2018-01-17,Pledge,Campaign Pledge,0.0,Library Fund
439,261,6,190000.0,2012-01-04,Pledge,,0.0,Global Initiatives
440,265,1,45000.0,2020-05-31,Donation,,0.0,Library Fund
441,265,2,190000.0,2014-07-22,Donation,,0.0,Arts & Humanities
442,265,3,45000.0,2014-05-05,Pledge,Multi-year Pledge,0.0,Research Initiative
443,266,1,170000.0,2024-07-13,Donation,,0.0,Unrestricted Endowment
444,266,2,120000.0,2015-11-23,Donation,,0.0,Research Initiative
445,267,1,200000.0,2020-12-20,Pledge,Multi-year Pledge,0.0,Capital Campaign
446,268,1,35000.0,2023-08-03,Donation,Check,0.0,Student Life
447,268,2,25000.0,2018-07-28,Donation,,0.0,Dean's Discretionary Fund
448,268,3,70000.0,2017-11-15,Pledge,Multi-year Pledge,0.0,Annual Fund
449,268,4,35000.0,2013-06-12,Donation,Wire Transfer,0.0,Annual Fund
450,270,1,100000.0,2025-02-13,Donation,,0.0,Scholarship Endowment
451,270,2,230000.0,2019-12-03,Donation,,0.0,Library Fund
452,272,1,530000.0,2025-12-29,Pledge,Campaign Pledge,472000.0,Student Life
453,272,2,130000.0,2024-08-15,Pledge,Campaign Pledge,98000.0,Research Initiative
454,272,3,460000.0,2022-06-27,Donation,Check,0.0,Library Fund
455,272,4,570000.0,2022-02-13,Pledge,Multi-year Pledge,0.0,Faculty Excellence Fund
456,275,1,70000.0,2023-09-24,Donation,,0.0,Arts & Humanities
457,275,2,150000.0,2022-05-02,Donation,Check,0.0,Annual Fund
458,275,3,140000.0,2020-11-09,Donation,Wire Transfer,0.0,Dean's Discretionary Fund
459,275,4,90000.0,2014-10-01,Donation,,0.0,Library Fund
460,275,5,20000.0,2014-02-12,Donation,GiveCampus,0.0,Faculty Excellence Fund
461,277,1,30000.0,2025-12-17,Pledge,Campaign Pledge,28000.0,Capital Campaign
462,277,2,50000.0,2018-02-13,Donation,,0.0,Unrestricted Endowment
463,278,1,40000.0,2025-12-22,Donation,,0.0,Student Life
464,278,2,190000.0,2023-12-15,Donation,,0.0,Global Initiatives
465,278,3,120000.0,2020-05-13,Donation,GiveCampus,0.0,Global Initiatives
466,278,4,120000.0,2018-10-17,Pledge,Campaign Pledge,0.0,Unrestricted Endowment
467,278,5,90000.0,2018-02-05,Donation,Wire Transfer,0.0,Student Life
468,278,6,110000.0,2016-04-10,Donation,,0.0,Capital Campaign
469,278,7,180000.0,2014-03-20,Donation,,0.0,Annual Fund
470,278,8,140000.0,2011-07-07,Pledge,,0.0,Unrestricted Endowment
471,280,1,250000.0,2023-05-24,Donation,Check,0.0,Global Initiatives
472,280,2,260000.0,2020-09-06,Donation,Check,0.0,Scholarship Endowment
473,280,3,190000.0,2019-10-06,Donation,Wire Transfer,0.0,Student Life
474,280,4,330000.0,2014-12-05,Donation,,0.0,Dean's Discretionary Fund
475,280,5,60000.0,2012-11-21,Donation,,0.0,Faculty Excellence Fund
476,280,6,180000.0,2011-10-07,Pledge,Multi-year Pledge,0.0,Library Fund
477,281,1,50000.0,2025-09-20,Donation,Wire Transfer,0.0,Scholarship Endowment
478,281,2,270000.0,2020-02-22,Pledge,Multi-year Pledge,0.0,Library Fund
479,281,3,210000.0,2016-03-03,Donation,Wire Transfer,0.0,Capital Campaign
480,281,4,240000.0,2012-07-02,Pledge,Multi-year Pledge,0.0,Student Life
481,282,1,1200000.0,2023-05-28,Donation,GiveCampus,0.0,Dean's Discretionary Fund
482,283,1,130000.0,2026-04-17,Donation,,0.0,Arts & Humanities
483,283,2,60000.0,2019-03-03,Donation,,0.0,Unrestricted Endowment
484,283,3,80000.0,2017-05-14,Pledge,Multi-year Pledge,0.0,Research Initiative
485,283,4,70000.0,2014-07-19,Pledge,Multi-year Pledge,0.0,Global Initiatives
486,283,5,140000.0,2014-05-16,Donation,,0.0,Athletics Fund
487,283,6,45000.0,2011-11-16,Pledge,Campaign Pledge,0.0,Arts & Humanities
488,286,1,160000.0,2017-06-28,Donation,Wire Transfer,0.0,Athletics Fund
489,286,2,120000.0,2017-06-20,Donation,,0.0,Unrestricted Endowment
490,286,3,240000.0,2015-12-23,Donation,,0.0,Research Initiative
491,286,4,110000.0,2012-12-29,Pledge,,0.0,Student Life
492,294,1,760000.0,2015-06-20,Donation,GiveCampus,0.0,Capital Campaign
493,295,1,50000.0,2021-05-03,Donation,Check,0.0,Arts & Humanities
494,295,2,70000.0,2021-04-28,Donation,Wire Transfer,0.0,Scholarship Endowment
495,295,3,30000.0,2017-04-03,Donation,,0.0,Annual Fund
496,295,4,40000.0,2013-02-03,Pledge,Multi-year Pledge,0.0,Research Initiative
497,298,1,20000.0,2019-11-12,Pledge,,0.0,Athletics Fund
498,298,2,15000.0,2015-05-15,Donation,Check,0.0,Student Life
499,299,1,20000.0,2023-10-08,Donation,Wire Transfer,0.0,Dean's Discretionary Fund
500,299,2,50000.0,2015-07-07,Donation,,0.0,Scholarship Endowment
501,299,3,50000.0,2012-11-14,Pledge,Multi-year Pledge,0.0,Scholarship Endowment
502,300,1,20000.0,2023-11-24,Donation,,0.0,Arts & Humanities
503,300,2,20000.0,2018-12-24,Donation,GiveCampus,0.0,Library Fund
504,300,3,70000.0,2018-12-15,Pledge,,0.0,Faculty Excellence Fund
505,301,1,320000.0,2025-12-12,Pledge,Multi-year Pledge,305000.0,Capital Campaign
506,301,2,260000.0,2025-04-12,Donation,,0.0,Dean's Discretionary Fund
507,301,3,200000.0,2023-11-11,Donation,,0.0,Global Initiatives
508,301,4,70000.0,2022-12-13,Pledge,Multi-year Pledge,0.0,Annual Fund
509,301,5,70000.0,2020-05-06,Donation,Wire Transfer,0.0,Student Life
510,301,6,310000.0,2019-12-13,Donation,GiveCampus,0.0,Capital Campaign
511,301,7,380000.0,2019-03-11,Pledge,Campaign Pledge,0.0,Research Initiative
512,301,8,380000.0,2012-05-20,Donation,Wire Transfer,0.0,Student Life
513,301,9,310000.0,2011-11-17,Donation,Wire Transfer,0.0,Library Fund
514,302,1,60000.0,2023-03-17,Donation,Check,0.0,Athletics Fund
515,302,2,30000.0,2018-09-24,Donation,Wire Transfer,0.0,Research Initiative
516,302,3,60000.0,2015-04-04,Pledge,Multi-year Pledge,0.0,Dean's Discretionary Fund
517,302,4,25000.0,2014-11-12,Pledge,Campaign Pledge,0.0,Capital Campaign
518,304,1,20000.0,2026-03-02,Donation,Check,0.0,Faculty Excellence Fund
519,304,2,20000.0,2025-09-26,Donation,Check,0.0,Scholarship Endowment
520,304,3,70000.0,2025-06-04,Pledge,,62000.0,Arts & Humanities
521,304,4,7000.0,2025-05-06,Donation,,0.0,Unrestricted Endowment
522,304,5,45000.0,2023-04-03,Donation,,0.0,Unrestricted Endowment
523,304,6,25000.0,2022-10-23,Donation,Wire Transfer,0.0,Student Life
524,304,7,30000.0,2019-06-05,Donation,Wire Transfer,0.0,Dean's Discretionary Fund
525,304,8,40000.0,2018-11-08,Donation,Check,0.0,Faculty Excellence Fund
526,305,1,15000.0,2019-09-29,Donation,,0.0,Capital Campaign
527,305,2,40000.0,2016-05-31,Donation,Check,0.0,Dean's Discretionary Fund
528,306,1,10000.0,2021-08-13,Pledge,,0.0,Capital Campaign
529,306,2,60000.0,2019-11-07,Pledge,,0.0,Dean's Discretionary Fund
530,308,1,25000.0,2023-02-04,Donation,,0.0,Annual Fund
531,308,2,6000.0,2011-11-02,Donation,,0.0,Student Life
532,309,1,460000.0,2022-09-19,Donation,,0.0,Annual Fund
533,309,2,630000.0,2015-04-30,Donation,GiveCampus,0.0,Student Life
534,310,1,150000.0,2022-05-04,Donation,,0.0,Student Life
535,310,2,100000.0,2022-04-03,Donation,GiveCampus,0.0,Capital Campaign
536,310,3,190000.0,2018-06-16,Pledge,Multi-year Pledge,0.0,Capital Campaign
537,310,4,110000.0,2016-01-30,Donation,Check,0.0,Dean's Discretionary Fund
538,310,5,180000.0,2015-11-23,Donation,Wire Transfer,0.0,Faculty Excellence Fund
539,310,6,80000.0,2015-07-17,Pledge,Campaign Pledge,0.0,Capital Campaign
540,311,1,570000.0,2022-05-15,Donation,,0.0,Library Fund
541,311,2,600000.0,2015-10-17,Pledge,Campaign Pledge,0.0,Unrestricted Endowment
542,311,3,190000.0,2011-10-31,Donation,,0.0,Arts & Humanities
543,314,1,270000.0,2024-01-18,Pledge,Campaign Pledge,133000.0,Athletics Fund
544,314,2,230000.0,2022-06-20,Donation,,0.0,Capital Campaign
545,314,3,160000.0,2021-07-04,Donation,,0.0,Global Initiatives
546,314,4,230000.0,2017-01-25,Pledge,Multi-year Pledge,0.0,Student Life
547,314,5,130000.0,2016-09-23,Pledge,,0.0,Library Fund
548,316,1,120000.0,2022-09-07,Pledge,Multi-year Pledge,0.0,Athletics Fund
549,316,2,190000.0,2021-05-26,Donation,GiveCampus,0.0,Global Initiatives
550,316,3,30000.0,2020-10-06,Pledge,Multi-year Pledge,0.0,Global Initiatives
551,316,4,170000.0,2019-10-22,Pledge,Multi-year Pledge,0.0,Annual Fund
552,316,5,45000.0,2017-06-28,Donation,,0.0,Capital Campaign
553,316,6,60000.0,2015-04-01,Donation,Wire Transfer,0.0,Library Fund
554,320,1,380000.0,2023-03-17,Pledge,Campaign Pledge,0.0,Faculty Excellence Fund
555,320,2,35000.0,2013-04-23,Donation,Check,0.0,Scholarship Endowment
556,321,1,60000.0,2017-05-26,Pledge,,0.0,Student Life
557,322,1,100000.0,2025-04-23,Pledge,Campaign Pledge,72000.0,Library Fund
558,322,2,110000.0,2020-05-10,Donation,Wire Transfer,0.0,Library Fund
559,325,1,110000.0,2022-03-02,Donation,,0.0,Annual Fund
560,325,2,60000.0,2018-04-17,Donation,,0.0,Faculty Excellence Fund
561,325,3,130000.0,2014-10-09,Pledge,Campaign Pledge,0.0,Global Initiatives
562,326,1,350000.0,2024-10-25,Donation,,0.0,Dean's Discretionary Fund
563,328,1,1580000.0,2025-10-17,Donation,Check,0.0,Global Initiatives
564,328,2,1360000.0,2022-12-17,Pledge,,0.0,Athletics Fund
565,328,3,630000.0,2011-11-21,Donation,Check,0.0,Student Life
566,329,1,120000.0,2026-03-13,Donation,,0.0,Global Initiatives
567,329,2,40000.0,2024-06-14,Pledge,,32000.0,Dean's Discretionary Fund
568,329,3,50000.0,2016-12-26,Donation,,0.0,Unrestricted Endowment
569,329,4,190000.0,2015-10-06,Pledge,Multi-year Pledge,0.0,Library Fund
570,329,5,35000.0,2013-05-17,Pledge,,0.0,Global Initiatives
571,332,1,180000.0,2023-12-18,Pledge,,82000.0,Library Fund
572,332,2,750000.0,2023-05-28,Donation,Check,0.0,Student Life
573,332,3,1870000.0,2017-04-11,Pledge,,0.0,Global Initiatives
574,333,1,20000.0,2025-06-23,Donation,,0.0,Unrestricted Endowment
575,333,2,50000.0,2021-12-28,Donation,Check,0.0,Athletics Fund
576,333,3,10000.0,2019-09-21,Pledge,Multi-year Pledge,0.0,Capital Campaign
577,333,4,25000.0,2016-08-18,Donation,Wire Transfer,0.0,Unrestricted Endowment
578,333,5,40000.0,2013-06-25,Donation,,0.0,Annual Fund
579,334,1,80000.0,2023-04-16,Donation,,0.0,Global Initiatives
580,334,2,170000.0,2022-12-10,Donation,,0.0,Dean's Discretionary Fund
581,338,1,15000.0,2013-07-19,Donation,Check,0.0,Global Initiatives
582,340,1,35000.0,2021-03-05,Pledge,Multi-year Pledge,0.0,Faculty Excellence Fund
583,341,1,80000.0,2013-12-23,Donation,,0.0,Capital Campaign
584,343,1,1870000.0,2025-09-24,Pledge,Multi-year Pledge,1643000.0,Global Initiatives
585,343,2,540000.0,2023-02-24,Donation,GiveCampus,0.0,Athletics Fund
586,343,3,1240000.0,2022-10-21,Donation,,0.0,Library Fund
587,344,1,45000.0,2016-08-20,Donation,GiveCampus,0.0,Faculty Excellence Fund
588,345,1,130000.0,2014-05-25,Pledge,Multi-year Pledge,0.0,Athletics Fund
589,345,2,170000.0,2011-09-23,Pledge,Campaign Pledge,0.0,Unrestricted Endowment
590,347,1,6000.0,2025-07-31,Donation,,0.0,Research Initiative
591,347,2,45000.0,2020-09-15,Pledge,Campaign Pledge,0.0,Library Fund
592,348,1,50000.0,2024-11-07,Donation,,0.0,Arts & Humanities
593,348,2,60000.0,2017-12-27,Donation,,0.0,Athletics Fund
594,348,3,10000.0,2012-05-03,Donation,,0.0,Library Fund
595,349,1,60000.0,2025-04-26,Donation,Wire Transfer,0.0,Scholarship Endowment
596,354,1,440000.0,2024-04-15,Donation,Wire Transfer,0.0,Annual Fund
597,354,2,660000.0,2020-02-11,Donation,Check,0.0,Arts & Humanities
598,354,3,160000.0,2017-05-14,Donation,,0.0,Dean's Discretionary Fund
599,354,4,310000.0,2015-05-05,Donation,,0.0,Library Fund
600,355,1,20000.0,2025-05-10,Donation,GiveCampus,0.0,Dean's Discretionary Fund
601,355,2,10000.0,2017-02-21,Donation,,0.0,Athletics Fund
602,356,1,90000.0,2021-10-31,Pledge,Campaign Pledge,0.0,Faculty Excellence Fund
603,356,2,240000.0,2020-02-16,Donation,,0.0,Arts & Humanities
604,356,3,220000.0,2019-07-29,Donation,,0.0,Library Fund
605,356,4,190000.0,2015-04-10,Donation,,0.0,Library Fund
606,358,1,60000.0,2021-11-05,Donation,GiveCampus,0.0,Athletics Fund
607,358,2,70000.0,2021-10-24,Pledge,Multi-year Pledge,0.0,Capital Campaign
608,358,3,45000.0,2012-09-10,Donation,Wire Transfer,0.0,Faculty Excellence Fund
609,362,1,30000.0,2017-04-08,Donation,,0.0,Unrestricted Endowment
610,366,1,150000.0,2023-07-09,Donation,,0.0,Global Initiatives
611,366,2,160000.0,2020-08-25,Donation,Wire Transfer,0.0,Scholarship Endowment
612,366,3,120000.0,2015-10-29,Pledge,Campaign Pledge,0.0,Dean's Discretionary Fund
613,366,4,60000.0,2015-06-01,Donation,,0.0,Arts & Humanities
614,368,1,250000.0,2025-05-11,Donation,,0.0,Global Initiatives
615,371,1,10000.0,2015-04-03,Donation,GiveCampus,0.0,Global Initiatives
616,371,2,15000.0,2014-06-09,Donation,GiveCampus,0.0,Research Initiative
617,371,3,60000.0,2012-09-17,Donation,,0.0,Research Initiative
618,371,4,70000.0,2011-12-24,Pledge,,0.0,Faculty Excellence Fund
619,373,1,90000.0,2022-05-26,Pledge,,0.0,Dean's Discretionary Fund
620,373,2,110000.0,2021-01-27,Donation,Wire Transfer,0.0,Global Initiatives
621,373,3,120000.0,2020-09-27,Donation,,0.0,Global Initiatives
622,373,4,15000.0,2020-05-03,Donation,Check,0.0,Athletics Fund
623,374,1,50000.0,2011-07-01,Donation,,0.0,Student Life
624,375,1,80000.0,2024-04-23,Donation,Check,0.0,Unrestricted Endowment
625,375,2,330000.0,2023-12-09,Donation,Check,0.0,Athletics Fund
626,375,3,370000.0,2022-06-17,Donation,Wire Transfer,0.0,Scholarship Endowment
627,375,4,280000.0,2017-02-04,Donation,Wire Transfer,0.0,Global Initiatives
628,376,1,390000.0,2024-06-07,Pledge,Campaign Pledge,202000.0,Student Life
629,376,2,390000.0,2023-10-18,Donation,Check,0.0,Student Life
630,376,3,330000.0,2023-01-08,Donation,,0.0,Student Life
631,376,4,360000.0,2016-03-31,Pledge,Multi-year Pledge,0.0,Student Life
632,376,5,310000.0,2013-03-12,Donation,GiveCampus,0.0,Arts & Humanities
633,377,1,45000.0,2017-12-03,Pledge,,0.0,Annual Fund
634,377,2,8000.0,2016-06-28,Donation,GiveCampus,0.0,Arts & Humanities
635,377,3,10000.0,2016-06-06,Donation,,0.0,Faculty Excellence Fund
636,377,4,10000.0,2014-12-09,Donation,Wire Transfer,0.0,Research Initiative
637,377,5,50000.0,2013-07-01,Donation,,0.0,Capital Campaign
638,378,1,90000.0,2022-08-07,Donation,Wire Transfer,0.0,Capital Campaign
639,378,2,150000.0,2020-03-29,Donation,Wire Transfer,0.0,Unrestricted Endowment
640,378,3,100000.0,2013-01-24,Pledge,Campaign Pledge,0.0,Annual Fund
641,379,1,8000.0,2024-04-28,Donation,Wire Transfer,0.0,Unrestricted Endowment
642,379,2,40000.0,2023-10-14,Donation,Check,0.0,Dean's Discretionary Fund
643,379,3,20000.0,2023-08-31,Donation,Check,0.0,Research Initiative
644,379,4,60000.0,2021-03-01,Donation,GiveCampus,0.0,Global Initiatives
645,379,5,60000.0,2020-07-04,Pledge,Campaign Pledge,0.0,Unrestricted Endowment
646,379,6,25000.0,2016-10-22,Donation,,0.0,Global Initiatives
647,379,7,50000.0,2013-04-11,Pledge,Multi-year Pledge,0.0,Global Initiatives
648,380,1,390000.0,2020-09-24,Donation,,0.0,Capital Campaign
649,380,2,60000.0,2020-05-14,Donation,Wire Transfer,0.0,Arts & Humanities
650,380,3,160000.0,2016-09-05,Donation,,0.0,Global Initiatives
651,380,4,670000.0,2012-08-02,Pledge,Multi-year Pledge,0.0,Athletics Fund
652,381,1,480000.0,2026-04-20,Donation,,0.0,Athletics Fund
653,382,1,80000.0,2025-05-21,Pledge,Multi-year Pledge,68000.0,Capital Campaign
654,382,2,310000.0,2021-03-12,Pledge,Multi-year Pledge,0.0,Global Initiatives
655,382,3,180000.0,2015-01-20,Donation,Wire Transfer,0.0,Scholarship Endowment
656,382,4,50000.0,2012-07-14,Donation,,0.0,Global Initiatives
657,385,1,200000.0,2012-11-09,Pledge,,0.0,Dean's Discretionary Fund
658,385,2,50000.0,2011-12-14,Donation,GiveCampus,0.0,Dean's Discretionary Fund
659,386,1,20000.0,2022-02-14,Pledge,Multi-year Pledge,0.0,Arts & Humanities
660,386,2,30000.0,2018-08-23,Donation,,0.0,Dean's Discretionary Fund
661,391,1,140000.0,2023-07-07,Donation,,0.0,Faculty Excellence Fund
662,391,2,130000.0,2012-06-26,Donation,Wire Transfer,0.0,Research Initiative
663,393,1,45000.0,2024-11-03,Pledge,Campaign Pledge,30000.0,Unrestricted Endowment
664,393,2,45000.0,2023-06-19,Donation,Check,0.0,Annual Fund
665,393,3,35000.0,2014-09-27,Pledge,Campaign Pledge,0.0,Capital Campaign
666,395,1,50000.0,2023-12-18,Pledge,Campaign Pledge,16000.0,Research Initiative
667,395,2,45000.0,2021-03-24,Pledge,Campaign Pledge,0.0,Unrestricted Endowment
668,395,3,60000.0,2014-09-17,Donation,,0.0,Dean's Discretionary Fund
669,397,1,70000.0,2019-04-27,Donation,,0.0,Arts & Humanities
670,397,2,60000.0,2016-06-06,Donation,,0.0,Unrestricted Endowment
671,397,3,35000.0,2014-12-10,Donation,,0.0,Dean's Discretionary Fund
672,397,4,45000.0,2013-12-25,Donation,Check,0.0,Library Fund
673,399,1,10000.0,2025-04-23,Donation,Check,0.0,Dean's Discretionary Fund
674,399,2,60000.0,2023-10-07,Donation,Wire Transfer,0.0,Student Life
675,399,3,20000.0,2018-06-06,Pledge,Multi-year Pledge,0.0,Faculty Excellence Fund
676,402,1,1350000.0,2026-02-19,Donation,Wire Transfer,0.0,Athletics Fund
677,402,2,670000.0,2025-03-16,Pledge,Multi-year Pledge,437000.0,Capital Campaign
678,402,3,1850000.0,2025-01-20,Donation,GiveCampus,0.0,Unrestricted Endowment
679,402,4,1590000.0,2020-06-23,Pledge,Campaign Pledge,0.0,Student Life
680,402,5,920000.0,2018-12-16,Donation,GiveCampus,0.0,Annual Fund
681,402,6,930000.0,2017-12-15,Donation,,0.0,Annual Fund
682,402,7,1870000.0,2017-10-22,Pledge,Multi-year Pledge,0.0,Research Initiative
683,402,8,1030000.0,2015-06-02,Pledge,Multi-year Pledge,0.0,Arts & Humanities
684,402,9,160000.0,2013-04-25,Donation,GiveCampus,0.0,Athletics Fund
685,402,10,1930000.0,2012-11-10,Pledge,,0.0,Student Life
686,404,1,320000.0,2020-11-13,Pledge,Campaign Pledge,0.0,Capital Campaign
687,404,2,150000.0,2020-07-08,Pledge,Multi-year Pledge,0.0,Annual Fund
688,404,3,260000.0,2018-01-07,Donation,Wire Transfer,0.0,Global Initiatives
689,404,4,370000.0,2017-03-27,Donation,,0.0,Dean's Discretionary Fund
690,409,1,35000.0,2016-09-14,Donation,,0.0,Global Initiatives
691,409,2,15000.0,2015-09-05,Donation,,0.0,Capital Campaign
692,409,3,200000.0,2015-07-31,Donation,,0.0,Arts & Humanities
693,409,4,170000.0,2011-07-31,Pledge,Multi-year Pledge,0.0,Student Life
694,411,1,40000.0,2026-03-03,Donation,Wire Transfer,0.0,Research Initiative
695,411,2,40000.0,2014-04-08,Donation,Wire Transfer,0.0,Capital Campaign
696,413,1,720000.0,2018-04-09,Pledge,Multi-year Pledge,0.0,Library Fund
697,413,2,590000.0,2016-05-07,Donation,,0.0,Capital Campaign
698,418,1,70000.0,2021-03-05,Pledge,Multi-year Pledge,0.0,Faculty Excellence Fund
699,418,2,50000.0,2020-09-02,Donation,Check,0.0,Research Initiative
